,lyric,label
1879,내가 바라보고 바라왔던 사람들아,1
1880,되려 늘어난 맷집 때리던 분이 불편하겠지,-1
1881,너네 바람대로 망할 거라 고사 지낸,-1
1882,사람들을 모아다가 가볍게 때찌,-1
1883,민윤기와 박재상,-1
1884,네가 머문 이 세상이 더,1
1885,아름다운 건,1
1886,겁 없이 외치던 말 '사랑해 너를',-1
1888,터지는 눈물이,-1
1890,난 그냥 전부 던진 거야,1
1891,아무런 망설임 따위도,-1
1892,멋대로 끌렸던 그대로,1
1893,우리는 영원,1
1894,전율 속에 뜨거운 그 맘을 던져,1
1895,날 꼭 안아 절대 놓치지 마,-1
1896,가슴이 뛰잖아,1
1897,다시는 아파하지 마,-1
1898,너의 마음을,-1
1899,우린 다 알아,0
1900,다 알아,0
1901,내 곁에 있어 줘,1
1902,이 순간도 마지막처럼,-1
1905,언제나 너의 곁에 있고 싶은데,-1
1906,널 생각하면 강해져,1
1907,우리 꼭 영원하자,1
1908,우리 머문 이 세상에서,1
1909,네게 말했어,1
1910,다시 태어나도 널 사랑할게,1
1911,모든 것 내 전부인 너 (전부인 너),-1
1912,전율 속에 (그 전율 속에),1
1913,뜨거운 그 맘을 던져,1
1914,날 좋아하던 그때,1
1915,수줍게 꽃을 건네던 너에게,-1
1916,웃으며 손을 내밀었지,1
1917,온통 둘뿐인 밤거릴 걷다가,-1
1918,너와 눈이 마주친 그날,-1
1919,달빛에 비춰진 우리의 흩어진 잔상,1
1920,너의 이야기에 취해,-1
1921,밤하늘의 별이 쏟아질 것만 같은 기분,-1
1922,날 바래다준 그때,1
1923,수줍게 인사를 건네던 너에게,-1
1924,살며시 입을 맞추었지,1
1925,한 손엔 진한 커피,1
1926,우리가 새긴 별자릴 찾다가,1
1931,그래 니가 내 옆에 있는 꿈,1
1932,붉게 물들어진 우리의 오래된 잔상,-1
1934,온 세상의 별이 쏟아질 것만 같은 기분,1
1935,두 발이 땅에 닿지 않을 때,0
1936,당신의 마음이 당신을 넘볼 때,1
1937,꿈이 나를 집어삼킬 때,1
1938,내가 내가 아닐 때,1
1939,그 모든 때,1
1940,불꽃을 나는 동경했었네,1
1941,그저 화려하게 지고 싶었네,1
1942,시작의 전부터 나 상상했었지,1
1943,끝엔 웃으며 박수 쳐 줄 수 있길,-1
1944,나 소원했었네,1
1945,믿었던 게 다 멀어지던 때,1
1946,이 모든 명예가 이젠 멍에가 됐을 때,-1
1947,이 욕심을 제발 거둬가소서,-1
1948,어떤 일이 있어도,0
1949,오 나를 나로 하게 하소서,1
1950,내 심장소리에 잠 못 들던 밤,-1
1951,창밖에 걸린 청승맞은 초승달,0
1952,저기 날아오르는 풍선을 애써 쥐고,-1
1953,따져 물어 대체 지금 넌 어디에,0
1954,저 하늘에 흩어질래,1
1955,저 하늘에 눈부시게,1
1956,그 어디까지가 내 마지막일까,-1
1957,"전부 진저리 나, 하나 열까지 다",-1
1958,이 지긋지긋한 가면은 언제 벗겨질까,-1
1959,아무것도 아닌 나,-1
1960,공회전은 반복돼 기억들은 난폭해,-1
1961,난 누워 들판 속에 시선을 던져 하늘 위에,1
1962,뭘 원했었던 건지 이제 기억이 안 나,1
1963,얻었다 믿었던 모든 행복은 겨우 찰나,1
1964,그게 뭐가 됐건,0
1965,새벽의 옷자락을 붙잡고 뭔가 토해내던 기억,-1
1966,목소리만 큰 자들의 사회,0
1967,난 여전히 침묵을 말해,-1
1968,"이건 방백, 완숙한 돛단배",0
1969,모든 오해 편견들에 닿게,-1
1970,반갑지 않아 너의 헹가래,-1
1971,내 두 발이 여기 땅 위에,1
1972,이름도 없는 꽃들과 함께,1
1973,목적 없는 목적지로,0
1974,슬픈 줄도 모르고,0
1975,그림자마저 친구로,1
1978,문득 멈춰보니 찬란한 맨발,1
1979,원래 내 것은 아무것도 없었지,-1
1980,난 절대 그들처럼 될 수 없으니,-1
1981,그래 내 시작은 시,1
1982,타는 불꽃에서 들꽃으로,1
1983,소년에서 영원으로,1
1984,나 이 황량한 들에 남으리,1
1985,아 언젠가 나 되돌아가리,1
1991,내가 내가 아닌 때,1
1993,미안해 마요 이제야 난 깨달아요,-1
1994,내 절대 그대 짝이 아님을,-1
1995,괜찮을게요 영혼 밖에 팔 것 없는,-1
1996,못난 날 잘 비켜갔어요,-1
1997,그대 행복 내가 꼭 아니라도,1
1998,지킨다면 그게 사랑일 테죠,1
1999,그게 나의 몫이죠,1
2000,잘 가요 내 소중한 사람,1
2002,그래도 이것만 알아줘요,0
2003,지금 그 사랑보다,1
2004,결코 내 사랑이,1
2005,부족하다거나 얕지 않음을,-1
2006,잊어도 돼요 나를 만난 시간들은,1
2007,잠깐의 연극이라 여김을,0
2008,잘한 거예요 아무리 난 노력해도,-1
2009,작은 희망도 없잖아요,0
2010,"아주 멀리, 멀리 뛰어가세요",1
2011,어떡해요 자꾸 잘못한 일만,1
2012,떠오르는 걸,1
2016,지금 그 사랑보다 결코 내 사랑이,1
2018,어긋난 인연이 남겨놓은 사랑이란,-1
2019,날카로운 슬픔이군요,-1
2020,잘 가요 내 사랑아 고마웠어요,1
2025,너를 위해 해 줄 것이 하나 없어서,-1
2026,보낼 수밖에 없었고,0
2027,네가 없이 사는 법을 알지 못해서,1
2028,순간순간을 울었다,-1
2029,후회로 가득한 한숨 자락이,-1
2030,시린 바람처럼,1
2031,가슴 치는 날 그 언젠가,1
2032,우리 만날 수 있을까,1
2033,다시 만날 수 있을까,1
2034,그리 좋던 예전처럼 그때처럼,0
2035,되돌아갈 수 있을까,0
2036,다시 우리가 만나면,1
2037,무엇을 해야만 할까,1
2038,서로를 품에 안고서,1
2039,하염없이 눈물만 흘려볼까,-1
2040,붙잡을 마음이야 없었겠냐마는,1
2041,그때 난 부끄러웠다,0
2042,떳떳하게 일어나 널 다시 찾아갈,1
2043,뜨거운 꿈만 꾸었다,0
2044,둘이 함께 했던 순간순간이,1
2045,시린 폭포처럼,0
2046,쏟아지는 날 그 언젠가,1
2055,그리운 마음이 서럽게 흘러넘쳐,1
2056,너에게 닿을 때,-1
2065,이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈,-1
2066,가을 타 겨울 내릴 눈 1년 네 번 또다시 봄,-1
2067,정들었던 내 젊은 날 이제는 안녕,-1
2068,아름답던 우리의 봄 여름 가을 겨울,-1
2069,비스듬히 씩 비웃듯 칠색 무늬의 무지개,-1
2070,"차이코프스키, 오늘의 사계를 맞이해",1
2071,"마침내, 마치 넷이 못내",1
2072,떠난 사람 또 나타난 사람,1
2073,머리 위 저세상,1
2074,지난 밤의 트라우마 다 묻고,-1
2075,목숨 바쳐 달려올 새 출발 하는 왕복선,-1
2076,변할래 전보다는 더욱더,0
2077,좋은 사람 더욱더,1
2078,더 나은 사람 더욱더,1
2079,아침 이슬을 맞고 내 안에 분노 과거에 묻고,-1
2080,울었던 웃었던 소년과 소녀가 그리워 나,-1
2081,찬란했던 사랑했던 그 시절만 자꾸 기억나,1
2082,계절은 날이 갈수록 속절없이 흘러,-1
2083,붉게 물들이고 파랗게 멍들어 가슴을 훑고,-1
2084,언젠가 다시 올 그날 그때를 위하여 (그대를 위하여),1
2085,아름다울 우리의 봄 여름 가을 겨울,-1
2087,가을 타 겨울 내린 눈 봄 여름 가을 겨울,-1
2088,색안경 끼고 보는 게 죄지,0
2089,내 멋대로 갈 거야,1
2090,원래 두려운 게 없어 난,0
2091,나로 살고 싶어,1
2092,턱 끝을 치켜올린 채로,-1
2093,시작도 안 했어 난,0
2094,요즘 꽂힌 말이 하나 있지,1
2097,자유롭게 뛰고 싶어 다른 사람,1
2098,어디까지 가게 될지 모르지만,0
2100,턱 끝을 치켜 올린 채로,-1
2103,같이 걸어 가보자고,0
2104,토요일에 영화나 볼래,-1
2105,새로 생긴 맛집도 가고,1
2106,시원한 아이스크림 들고서,0
2107,우리 같이 걸을래,1
2108,자전거로 한강에 갈래,0
2109,다정하게 사진도 찍고,1
2110,달달한 가을 멜로디,1
2111,밤새도록 들을래 너와,-1
2112,사실 예전부터,1
2113,혼자서 좋아했던 너를,-1
2114,난 알았어,0
2115,네가 찾아왔던 밤에,-1
2116,어쩌면 우리가 될 거라 생각했어,1
2117,이상하게 나도 좋아져,1
2118,괜히 보고 싶어,1
2119,"안녕 뭐해 있잖아, 우리 둘이",-1
2128,취해 전화해서,-1
2129,아무 말 늘어놓던 네가,-1
2131,너를 기다리는 내가,-1
2132,낯설어 한동안 겁이 나 망설였어,1
2133,요즘 따라 연락이 오면,0
2134,나도 보고 싶어,1
2135,"지금 뭐해 있잖아, 우리 둘이",1
2144,가을밤 하늘,-1
2145,별을 세다가,1
2146,이제 우리 둘이 우리 둘이 나나,1
2147,매일 밤 너와,-1
2149,그래 우리 둘이 우리 둘이 나나,1
2150,장난스레 손잡아 줄래,-1
2151,같은 색깔 티셔츠 입고,1
2154,오늘 밤엔 너랑 있을래,-1
2155,니 어깨에 기대도 보고,-1
2158,이건 비밀이야 쉿 우리만의,-1
2159,어쩌니 내게 뺏겨버린 환심,-1
2160,겁내지 말고 이리 온,1
2162,예상 못 한 순간 등장하지 불쑥,1
2163,알아도 막을 수 없는 반칙,0
2166,멀리멀리 달아나도 소용없어 이미,1
2169,사실 난 너를 사랑한다고 말할 땐,-1
2170,너에게 그 말이 듣고 싶어서라고,-1
2171,오늘이 가기 전에 들을 수 있을까,1
2172,애타는 내 마음을 알기나 하는지,1
2173,어떤 하루에 미소를 짓는,1
2174,너의 얼굴을 바라보다가,-1
2175,나도 모르게 사랑한다고,1
2176,너에게 버릇처럼 하는 말,-1
2177,항상 무뚝뚝하기만 하던 내가,1
2178,너를 만나고 변해가,-1
2179,혹시 너도 나와 같을까,-1
2180,나를 사랑한다면,1
2185,서툰 말 한마디도 못하고,0
2186,내 손만 잡고 있는 너에게,-1
2187,어설픈 말장난을 섞으며,-1
2188,나름 네 눈치도 보고 있어,1
2189,사랑한단 말이 듣고 싶은데,1
2190,그게 어려운 너에게,-1
2191,조금 용기 낼 순 없을까,1
2192,나를 사랑한다고,1
2197,날 좋아한다,1
2198,날 사랑한다,1
2203,들뜨는 기분에 완벽한 날씨까지,1
2204,전부 선물 같지,1
2205,또다시 네게 건네,1
2206,두 손을 꼭 모은 채로,1
2207,뭐든 상상해 봐,1
2209,네가 원한 모든 걸 다 보여주고 싶어,1
2210,불꽃아 타올라 어서 빨리빨리,1
2211,바로 오늘이야,1
2212,우리 맘대로 이뤄지지,1
2213,자꾸 입꼬리가 올라가,1
2214,눈뜨면 이 모든 게,1
2215,사라져도 어때,0
2216,두 눈을 맞춘다면,1
2217,너도 느껴지지,-1
2218,내 말이 다 맞지,1
2220,계속 상상해 봐,1
2221,너에게만 주고 싶어,-1
2227,하얀 눈이 내려올 때면,1
2228,온 세상이 물들을 때면,1
2229,눈꽃이 피어나 또 빛이 나,1
2230,눈이 부신 너처럼,-1
2231,꾹꾹 참아도,-1
2232,네가 내게 불러 준,1
2233,늘 불안불안 해 꿈처럼 깰까 봐,-1
2234,하늘에게 감사해,1
2239,사랑할 수 밖에 없어서,1
2240,사랑한 네 손 잡고서,1
2241,첫 눈 위를 걸어 발자국을 새겨,1
2242,이 길 끝까지 걸어 갈 거야,-1
2243,네 여자친구가 되고만 싶은 걸,1
2244,너의 곁에 있을게,-1
2253,매일 매일 너 때문에 행복해,-1
2254,다른 누구 아닌 나를,1
2255,나도 믿기지 않아,1
2256,지금 네가 내 옆에,1
2257,이렇게 손 꼭 잡은 채 걷는다는 게,1
2258,하얀 눈보다 더 뽀얀 네 볼에,1
2259,다가오는 크리스마스에는,1
2260,기다리는 그 날만큼은,1
2261,네 곁에 있을래,1
2262,하루 종일 미리 미리 약속해,1
2267,느낌이 오잖아,0
2268,떨리고 있잖아,1
2269,언제까지 눈치만 볼 거니,1
2270,네 맘을 말해봐,1
2271,딴청 피우지 말란 말이야,0
2272,네 맘 가는 그대로,1
2273,지금 내 손을 잡아,1
2274,어서 내 손을 잡아,1
2275,우연히 고개를 돌릴 때 마다,0
2276,눈이 마주치는 건,1
2277,며칠 밤 내내 꿈속에 나타나,-1
2278,밤새 나를 괴롭히는 건,-1
2279,그 많은 빈자리 중에서 하필,-1
2280,내 옆자릴 고르는 건,1
2281,나도 모르게 어느새 실없는 웃음,1
2282,흘리고 있다는 건,0
2283,그럼 말 다했지 뭐,0
2284,우리 얘기 좀 할까,1
2285,느낌이 오잖아 떨리고 있잖아,1
2291,핸드폰 진동에,0
2292,심장이 덜컥내려 앉는다는 건,1
2293,오 나도 모르게,1
2294,어느새 짓궂은 네 말투,1
2295,자꾸 듣고 싶은걸,0
2297,저기 멀리 걸어온다,0
2298,눈이 마주친다,1
2299,언제까지 넌 모른척 할거니,0
2300,사랑이 온거야 너와 나 말이야,-1
2301,네가 좋아 정말 못 견딜 만큼,1
2302,그거면 된거야,0
2303,더는 생각하지 말란 말이야,0
2311,그냥 내 손을 잡아,1
2313,눈 감고 찍은 사진,1
2314,장난스런 표정,-1
2315,하나둘 셋 하고서,1
2316,손가락 하트,1
2317,둘이서 연습했던,0
2318,시그니처 포즈,0
2319,꽃받침 속 너와 나,-1
2320,빛나고 있어,1
2321,오늘 뭐해 날씨도 좋은데,1
2322,홍대 가서 커피나 마실래,1
2323,연인들 많은 거리에,1
2324,도란도란 너랑 걷고 싶은데,-1
2325,우리도 예쁜 커플옷 입고,1
2326,같이 데이트할래,0
2335,수줍었던 그대를 만난 지,1
2336,이번 주말 벌써 1년이야,0
2337,기념일마다 약속한,1
2338,사진 들을 많이 갖고 싶어져,1
2339,아직도 너랑 설레고 싶어,-1
2340,우리 데이트할래,1
2349,그대를 사랑했던,1
2350,모든 시간들이,1
2351,하나부터 열까지,1
2352,너무 소중해,-1
2353,우리가 약속했던,1
2354,많은 나날들이,1
2355,사진 속 우리처럼,1
2357,무도회를 뒤집어,1
2358,작은 소란을 또 일으켜,0
2359,등장부터 인사까지 파격적이게,1
2360,우리 살짝 놀아볼까,1
2361,지금부터 시작해 볼게,1
2362,꽃가루를 날려,1
2363,폭죽을 더 크게 터트려,1
2364,우릴 오만과 편견에 가두지 마,-1
2365,자유로워 지금,0
2366,상상해 봐 뭐든지,1
2367,노래를 따라서 저 달빛에 춤을 춰,1
2368,해가 떠올 때까지,1
2369,이제 조금 낯선 다른 차원까지,-1
2370,상상할 수 없던 곳 시간 속,1
2371,예고 없이 등장해,1
2372,이 밤은 멋지고 우린,-1
2373,온 세상 모든 경계를,1
2377,더는 어제와 내일에 가두지 마,1
2382,온 세상이 멈추는 순간,1
2384,어디로 가볼까,1
2388,무얼 믿은 걸까 부족했던 내게서,-1
2389,나조차 못 믿던 내게 여태 머문 사람,1
2390,무얼 봤던 걸까 가진 것도 없던 내게,1
2391,무작정 내 손을 잡아 날 이끈 사람,-1
2393,그대 눈 속에 비친 내 모습,1
2394,이제는 내게서 그댈 비춰줄게,1
2395,궂은 비가 오면,0
2396,세상 가장 큰 그대 우산이 될게,1
2397,그댄 편히 걸어가요,1
2398,걷다가 지치면,1
2399,내가 그대를 안고 어디든 갈게,1
2400,이제 나만 믿어요,1
2401,나만 두고 가던,1
2402,나만 스쳐 간 행운이 모여,1
2403,그대가 되어서 내게 와준 거야,1
2410,나의 마지막 주인공이 되어,-1
2411,다신 누구 앞에서도,0
2412,그대는 고개 숙이지 마요,1
2413,내가 보지 못했던 홀로 고단했던 시간,-1
2414,고맙고 미안해요 사랑해요,-1
2415,이 세상은,1
2416,우리를 두고 오랜 장난을 했고,-1
2417,우린 속지 않은 거야,0
2418,이제 울지 마요,-1
2419,좋을 땐 밤새도록 맘껏 웃어요,-1
2420,전부 그대 꺼니까,1
2421,그대는 걱정 말아요,1
2423,이제야 목적지를 정했지만,1
2424,가려한 날 막아서네 난 갈 길이 먼데,1
2425,새빨간 얼굴로 화를 냈던,1
2426,친구가 생각나네,1
2427,이미 난 발걸음을 떼었지만,-1
2428,가려한 날 재촉하네 걷기도 힘든데,-1
2429,새파랗게 겁에 질려 도망간,1
2430,친구가 뇌에 맴도네,1
2431,건반처럼 생긴 도로 위,0
2432,수많은 동그라미들 모두가,0
2433,멈췄다 굴렀다 말은 잘 들어,0
2434,그건 나도 문제가 아냐,-1
2435,붉은색 푸른색 그 사이,0
2436,3초 그 짧은 시간,0
2437,노란색 빛을 내는,1
2438,저기 저 신호등이,0
2439,내 머릿속을 텅 비워버려,1
2440,내가 빠른지도,1
2441,느린지도 모르겠어,0
2442,그저 눈앞이 샛노랄 뿐이야,1
2443,솔직히 말하자면 차라리,1
2444,운전대를 못 잡던 어릴 때가,0
2445,더 좋았었던 것 같아,0
2446,그땐 함께 온 세상을,1
2447,거닐 친구가 있었으니,1
2449,수많은 조명들이 날 빠르게,1
2450,번갈아 가며 비추고 있지만,0
2451,난 아직 초짜란 말이야,0
2454,노란색 빛을 내는 저기 저 신호등이,1
2459,꼬질꼬질한 사람이나,1
2460,부자 곁엔 아무도 없는,-1
2461,삼색 조명과 이색 칠 위에,0
2462,서 있어 괴롭히지 마,0
2470,꿈에 그리던 그곳 난 여기 있어,0
2471,저 푸른 바다 위로 널 닮은 하늘,-1
2472,드넓은 공원 안에 널 담은 향기,1
2473,가는 모든 곳마다 난 네가 보여,1
2474,나지막한 소리가 들려와,1
2475,수많은 별들 사이 너에게,-1
2476,세상 누구보다 널 사랑해,1
2477,모든 힘 다해 너를 불러,-1
2478,널 만나고 난 변했어,1
2481,"셰익스피어, 처칠, 비틀즈, 숀 코네리",-1
2482,"해리포터, 데이비드 베컴 모든 게 있어",1
2483,행복은 너와 함께 즐기는 거야,-1
2484,내 모든 걸 다 줘도 아깝지 않아,1
2492,널 만나고 내가 변했다,1
2498,이건 바로 사랑과전쟁,1
2499,맘을 열어라,1
2500,고개를 들어라,0
2501,몸을 데워라,0
2502,가서 조져라,0
2503,니가 뭘 알어,0
2504,니가 뭐를 알어,0
2505,내가 움직이기 시작하면,1
2506,전부 입 닫어,1
2507,다시 벌어지게 될거니까,0
2508,니 눈 코입 어깨 발 무릎 발,1
2515,나 운율의 시라소니 마누라,1
2516,관자놀이 를 밝히는 아우라,1
2517,허리 밑에 손들은 잿가루가 될 테니,1
2518,위로 들어 흔들어 다 나와 놀아,-1
2519,다같이 나눠 가져 지금의 짜릿함,1
2520,모두가 하나되는 아릿다움 ( ) 담,1
2521,자 이제부터 미래가 시작된 다음,0
2522,펼쳐져 갇혀 있던 너의 속마음,-1
2526,전부 입닫어,1
2530,모르면 외워,0
2531,생각따위 집어쳐,0
2532,세상을 움직이는 매직,1
2538,이미 넌 나를 벗어날 수가 없어,1
2539,터뜨리고 싶은 너,-1
2540,설렘이 멎기 전에,1
2541,가슴이 뛰는 이 느낌,1
2542,너무 잘 보여 아무리 숨겨도,-1
2543,이미 들킨 걸 자꾸 둥둥 떠다니잖아,0
2546,끝도 없이 점점 부풀어 가,-1
2547,내게 푹 빠진 너를 애써 참진 마,-1
2548,내가 터뜨려 줄 테니,1
2551,보고 싶다,0
2552,이렇게 말하니까 더 보고 싶다,0
2553,너희 사진을 보고 있어도,-1
2555,너무 야속한 시간,-1
2556,나는 우리가 밉다,1
2557,이젠 얼굴 한번 보는 것 조차,0
2558,힘들어진 우리가,1
2559,여긴 온통 겨울 뿐이야,-1
2560,8월에도 겨울이 와,-1
2561,마음은 시간을 달려가네,1
2562,홀로 남은 설국열차,-1
2563,니 손 잡고 지구 반대편까지 가,1
2564,겨울을 끝내고파,-1
2565,그리움들이 얼마나,-1
2566,눈처럼 내려야 그 봄날이 올까,1
2567,허공을 떠도는,-1
2568,작은 먼지처럼 작은 먼지처럼,-1
2569,날리는 눈이 나라면,1
2570,조금 더 빨리,0
2571,네게 닿을 수 있을 텐데,1
2572,눈꽃이 떨어져요,1
2573,또 조금씩 멀어져요,0
2574,보고 싶다 보고 싶다,0
2576,얼마나 기다려야,1
2577,또 몇 밤을 더 새워야,-1
2578,널 보게 될까 널 보게 될까,0
2579,만나게 될까 만나게 될까,1
2580,추운 겨울 끝을 지나,-1
2581,다시 봄날이 올 때까지,1
2582,꽃 피울 때까지,-1
2583,그곳에 좀 더 머물러줘,0
2585,니가 변한 건지,0
2587,아니면 내가 변한 건지,1
2588,내가 변한 건지,1
2589,이 순간 흐르는 시간조차 미워,1
2590,우리가 변한 거지 뭐,-1
2591,모두가 그런 거지 뭐,-1
2592,그래 밉다 니가 넌 떠났지만,0
2593,단 하루도 너를,-1
2594,잊은 적이 없었지 난,0
2595,솔직히 보고 싶은데,1
2596,이만 너를 지울게,-1
2597,그게 널 원망하기보단,-1
2598,덜 아프니까,0
2599,시린 널 불어내 본다,1
2600,연기처럼 하얀 연기처럼,-1
2601,말로는 지운다 해도,1
2602,사실 난 아직 널 보내지 못하는데,1
2611,아침은 다시 올 거야,0
2612,어떤 어둠도 어떤 계절도,-1
2613,영원할 순 없으니까,1
2614,벚꽃이 피나봐요,1
2615,이 겨울도 끝이 나요,-1
2618,조금만 기다리면,0
2619,며칠 밤만 더 새우면,-1
2620,만나러 갈게 만나러 갈게,1
2621,데리러 갈게 데리러 갈게,1
2627,나도 한때는 그이의 손을 잡고,1
2628,내가 온 세상 주인공이 된 듯,1
2629,꽃송이의 꽃잎 하나하나까지,1
2630,모두 날 위해 피어났지,1
2631,올림픽대로 뚝섬 유원지,0
2632,서촌 골목골목 예쁜 식당,0
2633,나를 휘청거리게 만든,1
2634,주옥같은 대사들,0
2635,다시 누군가 사랑할 수 있을까,1
2636,예쁘다는 말 들을 수 있을까,0
2637,하루 단 하루만 기회가 온다면,0
2638,죽을힘을 다해 빛나리,1
2639,언제부턴가 급격하게,0
2640,단조로 바뀌던 배경음악,1
2641,조명이 꺼진 세트장에,0
2642,혼자 남겨진 나는,-1
2643,단역을 맡은 그냥 평범한 여자,0
2644,꽃도 하늘도 한강도 거짓말,-1
2645,나의 드라마는 또 이렇게 끝나,-1
2646,나왔는지조차 모르게,1
2647,끝났는지조차 모르게,-1
2648,시작부터 다른 너와 나,-1
2650,아끼지 않고 다,0
2651,쏟아내고는 주저앉아,1
2652,문득 어느 순간,1
2653,지친 내가 보여,1
2654,애쓰고 있지만,0
2655,밀어내 봐도,1
2656,난 너를 못 이겨,-1
2657,날 버리고,1
2658,날 잃을수록,-1
2659,넌 반짝이는 아이러니,1
2660,기대지 마,-1
2661,기대하지도 마,-1
2662,몇 번을 되뇌고 되놰도,0
2663,그 손길 한 번에,1
2664,무너지는 날 볼 때,-1
2665,네 기분은 어때,1
2666,늘 처음인 것처럼,0
2667,서툴러서 또 상처가 나,-1
2668,무뎌지기 전에,0
2669,아물기도 전에,1
2670,잔뜩 헤집어놔,0
2676,식은 온기,0
2677,부서진 맘이,1
2678,자꾸 날 할퀴어,1
2679,아파도 못 멈춰,-1
2680,달이 익어가니 서둘러 젊은 피야,-1
2681,민들레 한 송이 들고,0
2682,사랑이 어지러이 떠다니는 밤이야,-1
2683,날아가 사뿐히 이루렴,1
2684,팽팽한 어둠 사이로,-1
2685,떠오르는 기분,1
2686,이 거대한 무중력에 혹 휘청해도,1
2687,두렵진 않을 거야,0
2688,푸르른 우리 위로,-1
2689,바람을 세로질러,1
2690,다시 마주하기 어려운 행운이야,1
2691,온몸에 심장이 뛰어,1
2692,너와 길 잃을 수 있다면,-1
2693,맞잡은 서로의 손으로,1
2694,출입구를 허문,1
2695,이 무한함의 끝과 끝 또 위아래로,-1
2696,비행을 떠날 거야,1
2699,놀라워 이보다,1
2700,꿈같은 순간이 또 있을까 (더 있을까),1
2701,아마도 우리가 처음 발견한,1
2702,"오늘 이 밤의 모든 것, 그 위로 날아",-1
2705,오늘 하루 어땠었나요,1
2706,많이 힘들었나요,1
2707,쉬지 않고 달려왔던 길에서,0
2708,나와 함께 쉬어가요,1
2709,그냥 아무런 준비도 없이,-1
2711,평범해도 좋으니까,1
2712,우리 함께 가요,1
2713,행복 가득 담은 배낭 하나 메고서,1
2714,답답했던 일상과 도심을 벗어나,-1
2716,힘껏 살다 보니 무뎌져,0
2717,헝클어진 머리도,0
2718,괜찮다며 그댈 안아줄 사람,1
2719,바로 그대 곁에 있죠,1
2720,까만 선글라스 하나 챙겨서,1
2734,지금 떠나요,1
2735,하늘에선 마침 눈이 내려,1
2736,뭔가 잘 될 것 같은 예감,0
2737,하얀 거리마다,1
2738,행복해 보이는 연인들,1
2739,니 맘은 어떤지 내 맘과 같은지,1
2740,우리 시작해볼까,1
2741,오늘은 괜찮을까요,1
2742,내 맘이 전해질까요,1
2743,내리는 하얀 눈처럼,1
2744,너에게 닿을까요,-1
2745,숨겨왔던 내 맘 전부 고백할게요,1
2746,바로 오늘 크리스마스이니까,1
2747,사실 그대도,1
2748,조금은 기댈 했잖아요,0
2749,못 이기는 척 웃는 너,-1
2750,그런 니가 사랑스러워,1
2756,바로 오늘 크리스마스,1
2757,많은 사람들 속에,0
2758,너만 내 눈에 보여,-1
2759,의상 좋고 머리도 괜찮고,0
2760,얼굴 상태 나쁘지 않아,1
2761,오늘만 기다렸단 말야,1
2762,눈치껏 눈도 내린단 말야,1
2763,또박또박 연습한 멘트,0
2764,뚜벅뚜벅 걷는 발걸음이,1
2765,벌써 네 앞에 도착했어,1
2766,올해 크리스마스 선물은 나야,1
2767,귀요미 루돌프 남,0
2768,오늘이야 메리 크리스마스,1
2769,조금만 더 용길 낼게,0
2770,이 순간이 지나버리면,1
2771,널 놓칠지 몰라,0
2772,진심이 더 진심처럼 느껴지는 게,0
2774,너와 나 영원히,-1
2775,어둠만이 나의 전부였던 동안,-1
2776,숨이 벅차도록 달려왔잖아,1
2777,경계의 끝자락,-1
2778,내 끝은 아니니까,-1
2779,울타리 밖에 일렁이는 무언가,-1
2780,그 아무도 모르는 별일지 몰라,-1
2781,벅찬 맘으로 이 궤도를 벗어나,1
2782,새로운 길의 탐험가,1
2783,껍질을 깨뜨려버리자,0
2784,두려움은 이제 거둬,-1
2785,오로지 나를 믿어,1
2786,"두 눈 앞의 끝, 사뿐 넘어가",-1
2787,녹이 슨 심장에 쉼 없이 피는 꿈,-1
2788,무모하대도 믿어 난,-1
2789,누구도 본 적 없는 낯선 우주 속에,-1
2790,답답한 가슴 안에,-1
2791,불꽃을 피워낼래,1
2792,곧 잡힐 듯이 반짝이던 무언가,1
2793,꼭 달릴수록 멀어져도 난 좋아,1
2794,여정은 이미 시작된 지 오래야,-1
2795,끝이라 생각한 순간,-1
2796,넓은 세상이 날 감싸 안아,1
2797,때로는 느릿해도,1
2798,가끔은 지친대도,0
2802,누가 뭐래도 믿어 난,1
2803,구름 너머 세상을 내 품에 안을래,-1
2807,나의 여정을 믿어 난,-1
2808,별들이 짙던 밤 하늘에 약속한 고백,-1
2809,아직도 맘에,1
2810,당연하듯 남아 있어요,1
2811,어제 일같이 선명하네요,1
2812,가슴 저리는 게 사랑이 아니라,1
2813,"그 누가 뭐라던가, 오",0
2814,심장이 뛰는데 아프게 뛰는데,1
2815,이게 사랑인 거야,1
2816,운명 같은 밤 너를 만나,-1
2817,영원하자고 외쳤던 그 밤,-1
2818,네가 날 잊어도,1
2819,난 널 꺼내 볼 테니까 언제나,1
2820,내 맘속 사진첩 한 켠엔 그대가 있지,1
2821,참 행복했지 때론 아픈 날이 있어도,-1
2822,버릴 수 없는 추억이 됐지,0
2835,한 장씩 널 기억하며 보낼게,0
2836,우리 모든 순간 가슴 떨리던 날,1
2837,모든 날이 따스하게 감싸준,1
2838,널 사랑했다,1
2840,셀 수 없이 많은 날 함께 했지,1
2841,사랑했어요 아주 많이,1
2842,사진첩 속의 그대여,1
2843,영원히 기억할게 시간이 지나도,1
2845,나는 나에게,1
2846,길 들여지길 바래요,0
2847,그동안 그댈 너무 많이,-1
2848,닮아 있었나 봐요,1
2849,지워질 때도 됐는데,0
2850,그댄 또 누군가에게 길들었나요,1
